NAME,AC_NAME,CD_BLOCK,C11_CODE,T_Househol,T_Popu,M_Popu,F_Popu,T_0_6_Yrs,M_0_6_Yrs,F_0_6_Yrs,T_SC_Popu,M_SC_Popu,F_SC_Popu,T_ST_Popu,M_ST_Popu,F_ST_Popu,T_Literate,M_Literate,F_Literate,T_Illitera,M_Illitera,F_Illitera,T_Workers,M_Workers,F_Workers,T_Mn_Wkers,M_Mn_Wkers,F_Mn_Wkers,T_Mn_Culti,M_Mn_Culti,F_Mn_Culti,T_Mn_Agr_L,M_Mn_Agr_L,F_Mn_Agr_L,T_Mn_HH_IW,M_Mn_HH_IW,F_Mn_HH_IW,T_Mn_OWker,M_Mn_OWker,F_Mn_OWker,T_Mg_Wkers,M_Mg_Wkers,F_Mg_Wkers,T_Mg_Culti,M_Mg_Culti,F_Mg_Culti,T_Mg_A_Lab,M_Mg_A_Lab,F_Mg_A_Lab,T_Mg_HH_IW,M_Mg_HH_IW,F_Mg_HH_IW,T_Mg_O_W,M_Mg_O_W,F_Mg_O_W,T_Mg_W_3_6,M_Mg_W_3_6,F_Mg_W_3_6,T_Mg_C_3_6,M_Mg_C_3_6,F_Mg_C_3_6,T_Mg_AL3_6,M_Mg_AL3_6,F_Mg_AL3_6,T_Mg_HIW36,M_Mg_HIW36,F_Mg_HIW36,T_Mg_OW3_6,M_Mg_OW3_6,F_Mg_OW3_6,T_Mg_W_0_3,M_Mg_W_0_3,F_Mg_W_0_3,T_Mg_C_0_3,M_Mg_C_0_3,F_Mg_C_0_3,T_Mg_AL0_3,M_Mg_AL0_3,F_Mg_AL0_3,T_Mg_HIW03,M_Mg_HIW03,F_Mg_HIW03,T_Mg_OW0_3,M_Mg_OW0_3,F_Mg_OW0_3,T_NWkers_P,M_NWkers_P,F_NWkers_P
Kongthong,Sohra,12-Shnong Laitkroh C & RD,278556,109,567,275,292,117,62,55,0,0,0,567,275,292,312,134,178,255,141,114,275,166,109,250,153,97,223,135,88,1,0,1,0,0,0,26,18,8,25,13,12,15,6,9,1,1,0,1,0,1,8,6,2,18,7,11,10,2,8,0,0,0,1,0,1,7,5,2,7,6,6,5,4,1,1,1,0,0,0,0,1,1,0,292,109,183
Thangtim,Sohra,12-Shnong Laitkroh C & RD,278554,22,108,56,52,26,15,11,0,0,0,108,56,52,62,29,33,46,27,19,65,31,34,53,27,26,50,25,25,0,0,0,0,0,0,3,2,1,12,4,8,12,4,8,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,9,4,4,9,4,5,0,0,0,0,0,0,0,0,0,43,25,18
Mawtuli,Sohra,12-Shnong Laitkroh C & RD,278553,7,33,21,12,8,4,4,0,0,0,33,21,12,15,10,5,18,11,7,13,10,3,13,10,3,1,1,0,9,7,2,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,9
Rngimawsaw,Sohra,12-Shnong Laitkroh C & RD,278551,44,202,114,88,36,22,14,0,0,0,201,114,87,134,77,57,68,37,31,90,63,27,70,57,13,1,1,0,1,1,0,0,0,0,68,55,13,20,6,14,1,0,1,0,0,0,0,0,0,19,6,13,20,6,14,1,0,1,0,0,0,0,0,0,19,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,51,61
Mawkma,Sohra,12-Shnong Laitkroh C & RD,278549,184,1009,514,495,208,113,95,0,0,0,1004,513,491,730,367,363,279,147,132,283,211,72,166,132,34,1,0,1,0,0,0,0,0,0,165,132,33,117,79,38,0,0,0,19,3,16,0,0,0,98,76,22,112,78,34,0,0,0,16,2,14,0,0,0,96,76,20,5,1,1,0,0,0,3,1,2,0,0,0,2,0,2,726,303,423
Laitryngew,Sohra,"Shella C & RD Block, Sohra",278763,639,3313,1666,1647,640,348,292,7,4,3,3295,1656,1639,2378,1161,1217,935,505,430,1107,773,334,1025,763,262,9,5,4,0,0,0,3,1,2,1013,757,256,82,10,72,0,0,0,1,0,1,0,0,0,81,10,71,79,9,70,0,0,0,1,0,1,0,0,0,78,9,69,3,1,1,0,0,0,0,0,0,0,0,0,3,1,2,2206,893,1313
Phong,Sohra,12-Shnong Laitkroh C & RD,278544,54,202,104,98,53,28,25,0,0,0,198,101,97,41,15,26,161,89,72,104,58,46,102,56,46,14,12,2,3,3,0,85,41,44,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,1,1,0,2,2,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,46,52
Lyting Lyngdoh,Pynursla,Pynursla,278921,101,477,253,224,91,52,39,0,0,0,476,253,223,253,121,132,224,132,92,212,133,79,212,133,79,45,37,8,160,95,65,0,0,0,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,120,145
Rangsohkham,Mawsynram,Mawsynram,278631,7,26,15,11,5,3,2,0,0,0,26,15,11,12,6,6,14,9,5,11,9,2,11,9,2,0,0,0,0,0,0,0,0,0,11,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,9
Nohshuit,Sohra,12-Shnong Laitkroh C & RD,278547,10,43,21,22,11,6,5,0,0,0,43,21,22,20,10,10,23,11,12,14,8,6,11,8,3,0,0,0,10,7,3,0,0,0,1,1,0,3,0,3,0,0,0,2,0,2,0,0,0,1,0,1,3,0,3,0,0,0,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,13,16
Nohron,Mawkynrew,Mawkynrew,278496,169,832,398,434,190,87,103,0,0,0,830,396,434,589,284,305,243,114,129,335,210,125,335,210,125,229,150,79,74,45,29,2,0,2,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,188,309
Wahlyngkhat,Pynursla,Pynursla,278922,166,813,387,426,151,75,76,0,0,0,813,387,426,553,268,285,260,119,141,368,196,172,367,195,172,65,36,29,169,92,77,2,0,2,131,67,64,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,191,254
Wahlakhiat,Mawkynrew,Mawkynrew,278493,177,1028,505,523,231,112,119,0,0,0,1020,499,521,550,253,297,478,252,226,677,326,351,464,257,207,422,236,186,0,0,0,7,3,4,35,18,17,213,69,144,201,66,135,1,0,1,4,2,2,7,1,6,62,8,54,59,7,52,1,0,1,0,0,0,2,1,1,151,61,61,142,59,83,0,0,0,4,2,2,5,0,5,351,179,172
War-War,Sohra,12-Shnong Laitkroh C & RD,278545,45,213,110,103,57,30,27,0,0,0,212,110,102,80,44,36,133,66,67,90,55,35,88,55,33,29,18,11,29,24,5,23,10,13,7,3,4,2,0,2,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,123,55,68
Kshaid,Sohra,12-Shnong Laitkroh C & RD,278546,59,287,156,131,70,44,26,0,0,0,286,155,131,160,81,79,127,75,52,104,73,31,94,70,24,0,0,0,66,53,13,0,0,0,28,17,11,10,3,7,0,0,0,6,2,4,0,0,0,4,1,3,10,3,7,0,0,0,6,2,4,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,83,100
Nonghulew,Mawkynrew,Mawkynrew,278497,117,593,296,297,156,76,80,0,0,0,579,288,291,309,142,167,284,154,130,251,147,104,234,143,91,1,1,0,0,0,0,2,2,0,231,140,91,17,4,13,0,0,0,0,0,0,0,0,0,17,4,13,12,4,8,0,0,0,0,0,0,0,0,0,12,4,8,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,342,149,193
Diengsong,Sohra,12-Shnong Laitkroh C & RD,278538,56,252,129,123,57,25,32,0,0,0,252,129,123,164,84,80,88,45,43,91,62,29,89,61,28,0,0,0,61,39,22,0,0,0,28,22,6,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,67,94
Langkawet,Pynursla,Pynursla,278920,48,229,123,106,50,25,25,0,0,0,229,123,106,122,69,53,107,54,53,71,57,14,70,56,14,7,6,1,42,35,7,0,0,0,21,15,6,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,66,92
Wahmawlein,Mawkynrew,Mawkynrew,278484,74,272,130,142,59,28,31,0,0,0,271,130,141,115,59,56,157,71,86,131,63,68,130,63,67,0,0,0,45,20,25,0,0,0,85,43,42,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,67,74
Mawmihthied & Madan Sohum,Sohra,12-Shnong Laitkroh C & RD,278548,88,430,220,210,89,47,42,0,0,0,429,219,210,324,167,157,106,53,53,173,102,71,132,97,35,7,4,3,9,5,4,0,0,0,116,88,28,41,5,36,8,3,5,1,0,1,0,0,0,32,2,30,41,5,36,8,3,5,1,0,1,0,0,0,32,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,118,139
Nongblai,Pynursla,Pynursla,278923,53,217,115,102,43,22,21,0,0,0,216,114,102,123,66,57,94,49,45,112,63,49,94,54,40,85,47,38,8,6,2,0,0,0,1,1,0,18,9,9,4,1,3,13,7,6,0,0,0,1,1,0,18,9,9,4,1,3,13,7,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,52,53
Wahsohra,Sohra,12-Shnong Laitkroh C & RD,278540,8,44,19,25,8,3,5,0,0,0,44,19,25,31,13,18,13,6,7,16,9,7,16,9,7,0,0,0,16,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,10,18
Wahkhen,Pynursla,Pynursla,278915,275,1347,671,676,279,145,134,0,0,0,1346,670,676,776,388,388,571,283,288,657,327,330,656,327,329,46,21,25,408,201,207,3,2,1,199,103,96,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690,344,346
Sohrarim,Sohra,12-Shnong Laitkroh C & RD,278539,109,502,243,259,101,51,50,0,0,0,502,243,259,384,186,198,118,57,61,210,116,94,182,104,78,33,11,22,17,3,14,0,0,0,132,90,42,28,12,16,14,7,7,2,0,2,1,0,1,11,5,6,27,12,15,13,7,6,2,0,2,1,0,1,11,5,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,292,127,165
Mawbri,Sohra,12-Shnong Laitkroh C & RD,278531,27,139,69,70,39,18,21,0,0,0,139,69,70,92,50,42,47,19,28,112,57,55,4,3,1,0,0,0,0,0,0,0,0,0,4,3,1,108,54,54,22,4,18,34,29,5,1,0,1,51,21,30,107,54,53,22,4,18,34,29,5,0,0,0,51,21,30,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,27,12,15
Siangkhnai,Mawkynrew,Mawkynrew,278480,38,191,105,86,50,34,16,0,0,0,190,104,86,103,46,57,88,59,29,75,49,26,62,44,18,0,0,0,0,0,0,0,0,0,62,44,18,13,5,8,0,0,0,0,0,0,0,0,0,13,5,8,8,4,4,0,0,0,0,0,0,0,0,0,8,4,4,5,1,1,0,0,0,0,0,0,0,0,0,5,1,4,116,56,60
Lyting Larbri,Pynursla,Pynursla,278918,50,192,107,85,43,20,23,0,0,0,192,107,85,108,65,43,84,42,42,65,52,13,49,39,10,13,13,0,26,22,4,0,0,0,10,4,6,16,13,3,1,1,0,9,6,3,0,0,0,6,6,0,16,13,3,1,1,0,9,6,3,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,55,72
Nongtraw,Sohra,12-Shnong Laitkroh C & RD,278532,35,180,96,84,29,12,17,0,0,0,180,96,84,130,70,60,50,26,24,83,47,36,74,44,30,36,16,20,9,4,5,4,2,2,25,22,3,9,3,6,1,0,1,1,0,1,3,1,2,4,2,2,3,0,3,1,0,1,1,0,1,1,0,1,0,0,0,6,3,3,0,0,0,0,0,0,2,1,1,4,2,2,97,49,48
Wahlyngdoh,Mawkynrew,Mawkynrew,278491,81,454,215,239,107,51,56,0,0,0,454,215,239,68,21,47,386,194,192,238,125,113,117,90,27,0,0,0,1,1,0,0,0,0,116,89,27,121,35,86,1,0,1,49,17,32,0,0,0,71,18,53,91,26,65,0,0,0,49,17,32,0,0,0,42,9,33,30,9,9,1,0,1,0,0,0,0,0,0,29,9,20,216,90,126
Mawlat,Mawkynrew,Mawkynrew,278489,122,618,295,323,159,85,74,0,0,0,618,295,323,313,135,178,305,160,145,233,134,99,161,114,47,105,85,20,4,3,1,1,1,0,51,25,26,72,20,52,21,3,18,21,3,18,2,2,0,28,12,16,49,16,33,10,2,8,17,3,14,2,2,0,20,9,11,23,4,4,11,1,10,4,0,4,0,0,0,8,3,5,385,161,224
Rngain,Pynursla,Pynursla,278910,4,21,10,11,4,3,1,0,0,0,21,10,11,14,5,9,7,5,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,1,1,0,0,0,0,0,0,0,3,3,0,4,4,0,1,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,11
Mawhiang,Mawsynram,Mawsynram,278626,147,839,439,400,183,102,81,0,0,0,810,426,384,461,250,211,378,189,189,466,237,229,258,173,85,129,67,62,23,18,5,12,6,6,94,82,12,208,64,144,84,38,46,7,1,6,7,0,7,110,25,85,204,63,141,83,38,45,7,1,6,7,0,7,107,24,83,4,1,1,1,0,1,0,0,0,0,0,0,3,1,2,373,202,171
Mawlang,Mawkynrew,Mawkynrew,278478,44,267,138,129,68,33,35,0,0,0,267,138,129,156,74,82,111,64,47,72,57,15,37,26,11,0,0,0,0,0,0,0,0,0,37,26,11,35,31,4,0,0,0,0,0,0,0,0,0,35,31,4,35,31,4,0,0,0,0,0,0,0,0,0,35,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,81,114
Dewlieh,Sohra,12-Shnong Laitkroh C & RD,278533,20,91,42,49,20,10,10,0,0,0,90,41,49,64,28,36,27,14,13,48,26,22,48,26,22,43,22,21,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,16,27
Syntung,Mawkynrew,Mawkynrew,278481,172,948,501,447,206,102,104,0,0,0,939,497,442,568,273,295,380,228,152,390,278,112,368,262,106,39,26,13,7,5,2,0,0,0,322,231,91,22,16,6,4,2,2,0,0,0,0,0,0,18,14,4,14,8,6,3,1,2,0,0,0,0,0,0,11,7,4,8,8,8,1,1,0,0,0,0,0,0,0,7,7,0,558,223,335
Mawthawtieng,Sohra,12-Shnong Laitkroh C & RD,278541,49,186,98,88,39,24,15,0,0,0,185,98,87,123,66,57,63,32,31,98,46,52,80,43,37,68,38,30,6,2,4,0,0,0,6,3,3,18,3,15,9,2,7,9,1,8,0,0,0,0,0,0,18,3,15,9,2,7,9,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,52,36
Weiloi,Mawsynram,Mawsynram,278622,140,753,366,387,174,86,88,0,0,0,744,360,384,498,248,250,255,118,137,241,142,99,189,119,70,6,3,3,29,21,8,13,6,7,141,89,52,52,23,29,1,0,1,14,9,5,3,1,2,34,13,21,27,12,15,1,0,1,2,1,1,1,1,0,23,10,13,25,11,11,0,0,0,12,8,4,2,0,2,11,3,8,512,224,288
Mawkria,Mawkynrew,Mawkynrew,278485,135,805,407,398,163,94,69,0,0,0,797,404,393,339,148,191,466,259,207,361,197,164,147,114,33,45,35,10,8,5,3,4,2,2,90,72,18,214,83,131,22,7,15,91,43,48,0,0,0,101,33,68,199,78,121,20,6,14,86,40,46,0,0,0,93,32,61,15,5,5,2,1,1,5,3,2,0,0,0,8,1,7,444,210,234
Jathang,Sohra,12-Shnong Laitkroh C & RD,278630,2,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mawjatap,Mawkynrew,Mawkynrew,278479,123,700,332,368,190,87,103,0,0,0,699,332,367,405,181,224,295,151,144,260,174,86,237,168,69,1,0,1,1,1,0,0,0,0,235,167,68,23,6,17,0,0,0,0,0,0,0,0,0,23,6,17,11,6,5,0,0,0,0,0,0,0,0,0,11,6,5,12,0,0,0,0,0,0,0,0,0,0,0,12,0,12,440,158,282
Mawspong,Mawsynram,Mawsynram,278621,16,82,49,33,21,15,6,0,0,0,82,49,33,48,27,21,34,22,12,26,19,7,20,15,5,1,0,1,4,3,1,1,1,0,14,11,3,6,4,2,0,0,0,4,4,0,0,0,0,2,0,2,5,4,1,0,0,0,4,4,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,56,30,26
Laitlyting,Pynursla,Pynursla,278916,214,1145,548,597,231,118,113,0,0,0,1145,548,597,808,372,436,337,176,161,416,260,156,411,257,154,4,3,1,14,9,5,1,1,0,392,244,148,5,3,2,0,0,0,0,0,0,0,0,0,5,3,2,5,3,2,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729,288,441
Mawsna,Mawkynrew,Mawkynrew,278483,79,472,235,237,127,64,63,0,0,0,472,235,237,222,95,127,250,140,110,195,121,74,31,26,5,14,14,0,4,3,1,0,0,0,13,9,4,164,95,69,0,0,0,136,80,56,0,0,0,28,15,13,154,91,63,0,0,0,134,79,55,0,0,0,20,12,8,10,4,4,0,0,0,2,1,1,0,0,0,8,3,5,277,114,163
Dewkber (Inc. Dihad),Mawsynram,Mawsynram,278620,11,49,23,26,12,5,7,0,0,0,49,23,26,35,16,19,14,7,7,16,10,6,16,10,6,1,0,1,0,0,0,0,0,0,15,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,13,20
Wahmawpad,Mawsynram,Mawsynram,278627,160,786,400,386,201,111,90,0,0,0,782,399,383,454,238,216,332,162,170,296,163,133,295,163,132,268,146,122,9,7,2,7,3,4,11,7,4,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,237,253
Ladkrem-Mawpyllun,Mawsynram,Mawsynram,278623,18,101,47,54,24,13,11,0,0,0,99,46,53,67,30,37,34,17,17,31,16,15,28,15,13,1,0,1,0,0,0,1,1,0,26,14,12,3,1,2,1,0,1,0,0,0,0,0,0,2,1,1,2,0,2,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,70,31,39
Ladmawphlang,Sohra,12-Shnong Laitkroh C & RD,278534,88,430,231,199,92,44,48,0,0,0,430,231,199,239,123,116,191,108,83,148,95,53,145,93,52,11,5,6,70,47,23,0,0,0,64,41,23,3,2,1,1,0,1,2,2,0,0,0,0,0,0,0,3,2,1,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,136,146
Thangbnai,Mawkynrew,Mawkynrew,278488,79,387,192,195,82,40,42,0,0,0,385,190,195,205,99,106,182,93,89,188,96,92,185,94,91,0,0,0,0,0,0,0,0,0,185,94,91,3,2,1,0,0,0,0,0,0,0,0,0,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,96,103
Umlangmar,Mawphlang,Mawsynram,278619,87,459,230,229,120,57,63,0,0,0,448,225,223,285,139,146,174,91,83,216,116,100,139,70,69,4,1,3,7,7,0,0,0,0,128,62,66,77,46,31,1,1,0,3,2,1,0,0,0,73,43,30,48,28,20,1,1,0,1,1,0,0,0,0,46,26,20,29,18,18,0,0,0,2,1,1,0,0,0,27,17,10,243,114,129
Mawrasai,Mawkynrew,Mawkynrew,278490,58,301,161,140,64,34,30,0,0,0,296,159,137,176,91,85,125,70,55,126,70,56,27,15,12,2,2,0,0,0,0,1,1,0,24,12,12,99,55,44,2,2,0,41,32,9,1,1,0,55,20,35,50,37,13,1,1,0,39,31,8,1,1,0,9,4,5,49,18,18,1,1,0,2,1,1,0,0,0,46,16,30,175,91,84
Rngibah (Inc. Mawshar),Mawkynrew,Mawkynrew,278471,116,606,296,310,125,61,64,0,0,0,604,296,308,371,173,198,235,123,112,354,183,171,332,173,159,2,0,2,1,0,1,0,0,0,329,173,156,22,10,12,0,0,0,0,0,0,0,0,0,22,10,12,18,8,10,0,0,0,0,0,0,0,0,0,18,8,10,4,2,2,0,0,0,0,0,0,0,0,0,4,2,2,252,113,139
Rngidiengsai,Sohra,12-Shnong Laitkroh C & RD,278528,13,70,35,35,17,9,8,0,0,0,68,33,35,50,24,26,20,11,9,24,13,11,21,13,8,13,9,4,8,4,4,0,0,0,0,0,0,3,0,3,2,0,2,1,0,1,0,0,0,0,0,0,3,0,3,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,22,24
Massar (Inc. Dymmiew & Umktieh),Pynursla,Pynursla,278914,60,323,163,160,78,46,32,0,0,0,322,163,159,227,108,119,96,55,41,145,74,71,143,74,69,48,27,21,28,15,13,1,0,1,66,32,34,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,178,89,89
Kukon,Sohra,12-Shnong Laitkroh C & RD,278527,15,74,37,37,13,6,7,0,0,0,74,37,37,57,30,27,17,7,10,35,20,15,33,18,15,25,15,10,4,1,3,1,0,1,3,2,1,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,17,22
Lynshing,Mawkynrew,Mawkynrew,278461,264,1285,621,664,280,135,145,0,0,0,1280,617,663,689,305,384,596,316,280,623,321,302,537,306,231,1,1,0,318,164,154,2,2,0,216,139,77,86,15,71,6,0,6,12,4,8,1,0,1,67,11,56,82,15,67,6,0,6,12,4,8,0,0,0,64,11,53,4,0,0,0,0,0,0,0,0,1,0,1,3,0,3,662,300,362
Mawteibah,Mawsynram,Mawsynram,278628,86,512,242,270,139,70,69,0,0,0,7,4,3,215,79,136,297,163,134,140,92,48,22,10,12,0,0,0,19,8,11,0,0,0,3,2,1,118,82,36,6,3,3,106,77,29,1,1,0,5,1,4,57,42,15,4,2,2,47,38,9,1,1,0,5,1,4,61,40,40,2,1,1,59,39,20,0,0,0,0,0,0,372,150,222
Mawlyngkut,Mawsynram,Mawsynram,278625,45,240,116,124,71,33,38,0,0,0,238,114,124,130,71,59,110,45,65,71,50,21,71,50,21,67,48,19,1,0,1,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,66,103
Laitsohpliah,Sohra,12-Shnong Laitkroh C & RD,278945,114,607,294,313,123,54,69,0,0,0,581,280,301,420,209,211,187,85,102,181,124,57,151,105,46,1,1,0,0,0,0,1,1,0,149,103,46,30,19,11,0,0,0,0,0,0,0,0,0,30,19,11,30,19,11,0,0,0,0,0,0,0,0,0,30,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,170,256
Rangtmah,Sohra,12-Shnong Laitkroh C & RD,278536,31,116,57,59,27,14,13,0,0,0,115,56,59,76,42,34,40,15,25,65,29,36,64,28,36,57,24,33,0,0,0,0,0,0,7,4,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,28,23
Pyrda,Sohra,12-Shnong Laitkroh C & RD,278521,45,245,112,133,73,30,43,0,0,0,245,112,133,164,77,87,81,35,46,103,59,44,84,48,36,62,30,32,4,4,0,0,0,0,18,14,4,19,11,8,1,0,1,17,10,7,0,0,0,1,1,0,19,11,8,1,0,1,17,10,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,53,89
Langsynphut,Mawsynram,Mawsynram,278613,65,327,169,158,82,47,35,0,0,0,327,169,158,171,83,88,156,86,70,196,93,103,195,93,102,174,85,89,1,0,1,0,0,0,20,8,12,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,76,55
Domsohpian,Mawsynram,Mawsynram,278612,41,232,116,116,66,33,33,0,0,0,229,115,114,118,56,62,114,60,54,126,62,64,126,62,64,122,62,60,1,0,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,54,52
Kyrphei,Mawphlang,Mawsynram,278618,93,516,257,259,111,54,57,0,0,0,513,255,258,355,171,184,161,86,75,257,145,112,141,81,60,18,9,9,23,20,3,1,1,0,99,51,48,116,64,52,19,9,10,23,17,6,1,0,1,73,38,35,66,35,31,5,2,3,10,7,3,1,0,1,50,26,24,50,29,29,14,7,7,13,10,3,0,0,0,23,12,11,259,112,147
Khapmaw,Mawkynrew,Mawkynrew,278486,66,363,186,177,78,38,40,0,0,0,362,185,177,172,85,87,191,101,90,199,116,83,155,106,49,19,18,1,1,1,0,0,0,0,135,87,48,44,10,34,1,1,0,0,0,0,0,0,0,43,9,34,11,1,10,0,0,0,0,0,0,0,0,0,11,1,10,33,9,9,1,1,0,0,0,0,0,0,0,32,8,24,164,70,94
Pashang,Mawkynrew,Mawkynrew,278476,46,290,164,126,78,48,30,0,0,0,284,163,121,140,65,75,150,99,51,147,81,66,84,60,24,0,0,0,0,0,0,0,0,0,84,60,24,63,21,42,8,4,4,0,0,0,1,0,1,54,17,37,44,12,32,3,1,2,0,0,0,0,0,0,41,11,30,19,9,9,5,3,2,0,0,0,1,0,1,13,6,7,143,83,60
Mawtangor,Mawsynram,Mawsynram,278616,57,385,191,194,78,39,39,0,0,0,385,191,194,254,128,126,131,63,68,128,69,59,127,69,58,31,19,12,88,43,45,0,0,0,8,7,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,122,135
